,transactionType,datetime_transaction,transactionType,transactionAmount,merchantName,isFraud,accountNumber
90496,PURCHASE,2016-04-14 17:15:45,PURCHASE,132.77,Hyatt House,False,882815134
90497,PURCHASE,2016-04-14 17:25:27,PURCHASE,120.23,Hilton Hotels,False,882815134
90498,PURCHASE,2016-04-14 17:30:30,PURCHASE,262.05,Renaissance Hotel,False,882815134
90499,PURCHASE,2016-04-14 18:23:45,PURCHASE,81.15,Rodeway Inn,False,882815134
90500,PURCHASE,2016-04-14 22:54:08,PURCHASE,78.31,Next Day Online Services,False,882815134
90501,PURCHASE,2016-04-14 23:49:11,PURCHASE,269.69,Renaissance Hotel,False,882815134
90502,PURCHASE,2016-04-15 00:07:29,PURCHASE,139.48,Hilton Hotels,False,882815134
90503,PURCHASE,2016-04-15 00:10:21,PURCHASE,115.35,Golds Gym,False,882815134
90504,PURCHASE,2016-04-15 00:16:45,PURCHASE,133.54,Hilton Hotels,False,882815134
90505,PURCHASE,2016-04-15 00:46:55,PURCHASE,16.4,Fresh Online Services,False,882815134
90506,PURCHASE,2016-04-15 02:41:41,PURCHASE,59.98,WSC,False,882815134
90507,PURCHASE,2016-04-15 02:51:55,PURCHASE,51.33,Hilton Hotels,False,882815134
90508,PURCHASE,2016-04-15 03:24:46,PURCHASE,11.85,Rodeway Inn,False,882815134
90509,PURCHASE,2016-04-15 05:13:38,PURCHASE,4.65,Hilton Hotels,False,882815134
90510,PURCHASE,2016-04-15 06:14:57,PURCHASE,27.75,Hyatt House,False,882815134
90511,PURCHASE,2016-04-15 06:48:54,PURCHASE,62.65,Rodeway Inn,False,882815134
90512,PURCHASE,2016-04-15 08:40:38,PURCHASE,31.86,Rodeway Inn,False,882815134
90513,PURCHASE,2016-04-15 09:03:34,PURCHASE,42.94,Hilton Hotels,False,882815134
90514,PURCHASE,2016-04-15 09:43:04,PURCHASE,349.92,Hilton Hotels,False,882815134
90515,PURCHASE,2016-04-15 10:09:13,PURCHASE,134.59,Blue Mountain Online Services,False,882815134
90516,PURCHASE,2016-04-15 11:11:48,PURCHASE,267.11,Marriott Hotels,False,882815134
90517,PURCHASE,2016-04-15 11:27:58,PURCHASE,3.14,Hilton Hotels,False,882815134
90518,PURCHASE,2016-04-15 11:29:02,PURCHASE,142.05,Hilton Hotels,False,882815134
90519,PURCHASE,2016-04-15 12:10:38,PURCHASE,422.29,Hilton Hotels,False,882815134
90520,PURCHASE,2016-04-15 12:34:32,PURCHASE,88.72,Renaissance Hotel,False,882815134
90521,PURCHASE,2016-04-15 12:46:45,PURCHASE,264.74,Renaissance Hotel,False,882815134
90522,PURCHASE,2016-04-15 13:12:06,PURCHASE,172.87,Renaissance Hotel,False,882815134
90523,PURCHASE,2016-04-15 15:59:45,PURCHASE,80.97,Hyatt House,False,882815134
90524,PURCHASE,2016-04-15 18:20:36,PURCHASE,115.17,Hilton Hotels,False,882815134
90525,PURCHASE,2016-04-15 18:21:21,PURCHASE,63.72,Fresh eCards,False,882815134
90526,PURCHASE,2016-04-15 18:28:17,PURCHASE,75.08,WSC,False,882815134
90527,REVERSAL,2016-04-15 19:29:33,REVERSAL,75.08,Hyatt House,False,882815134
90528,PURCHASE,2016-04-15 19:58:36,PURCHASE,96.0,Hyatt House,False,882815134
90529,PURCHASE,2016-04-15 20:05:44,PURCHASE,146.85,Hilton Hotels,False,882815134
90530,PURCHASE,2016-04-15 21:11:23,PURCHASE,76.79,Hilton Hotels,False,882815134
90531,PURCHASE,2016-04-15 22:41:58,PURCHASE,2.04,Next Day Online Services,False,882815134
90532,PURCHASE,2016-04-15 22:54:47,PURCHASE,103.82,Hilton Hotels,False,882815134
90533,PURCHASE,2016-04-15 22:55:25,PURCHASE,103.82,Hilton Hotels,False,882815134
90534,PURCHASE,2016-04-16 00:44:36,PURCHASE,181.62,Fresh Flowers,False,882815134
90535,PURCHASE,2016-04-16 01:13:54,PURCHASE,26.12,Renaissance Hotel,False,882815134
90536,PURCHASE,2016-04-16 03:08:32,PURCHASE,31.02,Hilton Hotels,False,882815134
90537,PURCHASE,2016-04-16 03:31:31,PURCHASE,488.83,Rodeway Inn,False,882815134
90538,PURCHASE,2016-04-16 03:31:46,PURCHASE,89.05,Hilton Hotels,False,882815134
90539,PURCHASE,2016-04-16 04:34:02,PURCHASE,147.21,Rodeway Inn,False,882815134
90540,PURCHASE,2016-04-16 05:12:47,PURCHASE,96.67,Fresh eCards,False,882815134
90541,PURCHASE,2016-04-16 05:27:38,PURCHASE,105.81,Hyatt House,False,882815134
90542,PURCHASE,2016-04-16 06:01:26,PURCHASE,122.05,Hilton Hotels,False,882815134
90543,PURCHASE,2016-04-16 06:04:42,PURCHASE,15.62,Rodeway Inn,False,882815134
90544,PURCHASE,2016-04-16 06:35:39,PURCHASE,41.01,Hyatt House,False,882815134
90545,PURCHASE,2016-04-16 07:38:30,PURCHASE,37.29,Renaissance Hotel,False,882815134
90546,PURCHASE,2016-04-16 08:22:59,PURCHASE,204.96,Rodeway Inn,False,882815134
90547,PURCHASE,2016-04-16 10:13:11,PURCHASE,287.02,Hyatt House,False,882815134
90548,PURCHASE,2016-04-16 14:17:24,PURCHASE,67.3,Rodeway Inn,False,882815134
90549,PURCHASE,2016-04-16 15:09:59,PURCHASE,34.0,Hilton Hotels,False,882815134
90550,PURCHASE,2016-04-16 15:34:35,PURCHASE,111.36,Hyatt House,False,882815134
90551,PURCHASE,2016-04-16 17:11:48,PURCHASE,409.39,Rodeway Inn,False,882815134
90552,PURCHASE,2016-04-16 19:35:25,PURCHASE,147.96,Hilton Hotels,False,882815134
90553,PURCHASE,2016-04-16 19:51:18,PURCHASE,354.26,Hilton Hotels,False,882815134
90554,PURCHASE,2016-04-16 20:01:59,PURCHASE,126.76,CVS,False,882815134
90555,PURCHASE,2016-04-16 21:17:44,PURCHASE,27.88,Rodeway Inn,False,882815134
90556,PURCHASE,2016-04-16 21:50:20,PURCHASE,166.32,Marriott Hotels,False,882815134
90557,PURCHASE,2016-04-16 22:53:00,PURCHASE,159.19,Renaissance Hotel,False,882815134
90558,PURCHASE,2016-04-16 23:07:58,PURCHASE,19.14,Renaissance Hotel,False,882815134
90559,PURCHASE,2016-04-16 23:39:11,PURCHASE,397.06,Hyatt House,False,882815134
90560,ADDRESS_VERIFICATION,2016-04-16 23:58:10,ADDRESS_VERIFICATION,0.0,Rodeway Inn,False,882815134
90561,PURCHASE,2016-04-17 00:17:34,PURCHASE,185.16,Next Day Online Services,False,882815134
90562,ADDRESS_VERIFICATION,2016-04-17 00:26:22,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
90563,PURCHASE,2016-04-17 00:52:38,PURCHASE,1.9500000000000002,Rodeway Inn,False,882815134
90564,PURCHASE,2016-04-17 01:15:58,PURCHASE,82.01,Rodeway Inn,False,882815134
90565,PURCHASE,2016-04-17 02:15:19,PURCHASE,410.19,Hyatt House,False,882815134
90566,PURCHASE,2016-04-17 02:59:16,PURCHASE,69.92,Rodeway Inn,False,882815134
90567,PURCHASE,2016-04-17 03:14:44,PURCHASE,7.74,Rodeway Inn,False,882815134
90568,PURCHASE,2016-04-17 04:37:31,PURCHASE,13.32,Mobile eCards,False,882815134
90569,ADDRESS_VERIFICATION,2016-04-17 05:11:28,ADDRESS_VERIFICATION,0.0,Renaissance Hotel,False,882815134
90570,PURCHASE,2016-04-17 05:13:07,PURCHASE,23.32,Hilton Hotels,False,882815134
90571,PURCHASE,2016-04-17 06:59:56,PURCHASE,25.84,Hilton Hotels,False,882815134
90572,PURCHASE,2016-04-17 07:55:12,PURCHASE,114.76,Blue Mountain eCards,False,882815134
90573,PURCHASE,2016-04-17 09:17:11,PURCHASE,29.89,Next Day Online Services,False,882815134
90574,PURCHASE,2016-04-17 09:39:12,PURCHASE,30.37,Hyatt House,False,882815134
90575,PURCHASE,2016-04-17 11:03:37,PURCHASE,979.71,Hilton Hotels,False,882815134
90576,PURCHASE,2016-04-17 12:25:56,PURCHASE,25.65,Renaissance Hotel,False,882815134
90577,PURCHASE,2016-04-17 12:51:14,PURCHASE,259.27,Hilton Hotels,False,882815134
90578,PURCHASE,2016-04-17 13:18:28,PURCHASE,19.12,Renaissance Hotel,False,882815134
90579,PURCHASE,2016-04-17 13:47:13,PURCHASE,125.28,Hyatt House,False,882815134
90580,PURCHASE,2016-04-17 15:38:37,PURCHASE,28.76,Hilton Hotels,False,882815134
90581,PURCHASE,2016-04-17 17:25:10,PURCHASE,77.36,Rodeway Inn,False,882815134
90582,PURCHASE,2016-04-17 20:02:05,PURCHASE,323.82,Hyatt House,False,882815134
90583,PURCHASE,2016-04-17 20:17:43,PURCHASE,91.94,Renaissance Hotel,False,882815134
90584,PURCHASE,2016-04-17 22:29:33,PURCHASE,304.42,Hilton Hotels,False,882815134
90585,PURCHASE,2016-04-17 22:43:41,PURCHASE,0.76,Hyatt House,False,882815134
90586,PURCHASE,2016-04-17 22:59:34,PURCHASE,350.01,Rodeway Inn,False,882815134
90587,PURCHASE,2016-04-17 23:53:18,PURCHASE,264.59,Renaissance Hotel,False,882815134
90588,PURCHASE,2016-04-18 00:12:49,PURCHASE,293.93,Next Day eCards,False,882815134
90589,PURCHASE,2016-04-18 00:50:21,PURCHASE,238.33,Blue Mountain Online Services,False,882815134
90590,PURCHASE,2016-04-18 02:12:08,PURCHASE,97.63,Rodeway Inn,False,882815134
90591,PURCHASE,2016-04-18 03:24:49,PURCHASE,114.05,Renaissance Hotel,False,882815134
90592,PURCHASE,2016-04-18 03:58:28,PURCHASE,321.69,Rodeway Inn,False,882815134
90593,PURCHASE,2016-04-18 04:10:29,PURCHASE,73.48,Fresh Flowers,False,882815134
90594,PURCHASE,2016-04-18 04:40:00,PURCHASE,71.37,Rodeway Inn,False,882815134
90595,PURCHASE,2016-04-18 05:09:30,PURCHASE,182.68,Hyatt House,False,882815134
90596,PURCHASE,2016-04-18 05:19:40,PURCHASE,296.05,Rodeway Inn,False,882815134
90597,PURCHASE,2016-04-18 05:51:50,PURCHASE,27.35,Hilton Hotels,False,882815134
90598,PURCHASE,2016-04-18 05:55:03,PURCHASE,163.08,Hilton Hotels,False,882815134
90599,PURCHASE,2016-04-18 06:02:18,PURCHASE,102.64,Rodeway Inn,False,882815134
90600,PURCHASE,2016-04-18 06:57:27,PURCHASE,109.4,Rodeway Inn,False,882815134
90601,PURCHASE,2016-04-18 06:57:42,PURCHASE,274.17,Hilton Hotels,False,882815134
90602,PURCHASE,2016-04-18 07:22:59,PURCHASE,141.82,Renaissance Hotel,False,882815134
90603,PURCHASE,2016-04-18 08:20:57,PURCHASE,90.52,Rodeway Inn,False,882815134
90604,PURCHASE,2016-04-18 08:37:20,PURCHASE,2.39,Rodeway Inn,False,882815134
90605,PURCHASE,2016-04-18 09:18:08,PURCHASE,39.13,Fresh Flowers,False,882815134
90606,PURCHASE,2016-04-18 10:06:30,PURCHASE,38.6,Rodeway Inn,False,882815134
90607,PURCHASE,2016-04-18 12:44:55,PURCHASE,23.36,Hilton Hotels,False,882815134
90608,PURCHASE,2016-04-18 15:10:48,PURCHASE,78.81,Rodeway Inn,False,882815134
90609,PURCHASE,2016-04-18 15:56:04,PURCHASE,30.32,Rodeway Inn,False,882815134
90610,PURCHASE,2016-04-18 16:45:22,PURCHASE,542.47,Renaissance Hotel,False,882815134
90611,PURCHASE,2016-04-18 16:52:56,PURCHASE,53.04,Hyatt House,False,882815134
90612,PURCHASE,2016-04-18 17:37:51,PURCHASE,34.81,Fresh Flowers,False,882815134
90613,PURCHASE,2016-04-18 17:42:30,PURCHASE,229.88,Rodeway Inn,False,882815134
90614,PURCHASE,2016-04-18 17:47:34,PURCHASE,49.34,Hilton Hotels,False,882815134
90615,PURCHASE,2016-04-18 17:53:07,PURCHASE,222.02,Holiday Inn,False,882815134
90616,PURCHASE,2016-04-18 18:47:17,PURCHASE,755.73,Hilton Hotels,False,882815134
90617,PURCHASE,2016-04-18 19:21:07,PURCHASE,66.4,Hilton Hotels,False,882815134
90618,PURCHASE,2016-04-18 19:22:42,PURCHASE,88.41,Renaissance Hotel,False,882815134
90619,PURCHASE,2016-04-18 20:20:16,PURCHASE,113.36,Rodeway Inn,False,882815134
90620,PURCHASE,2016-04-18 20:47:32,PURCHASE,85.33,Hilton Hotels,False,882815134
90621,PURCHASE,2016-04-18 21:17:08,PURCHASE,41.62,Rodeway Inn,False,882815134
90622,PURCHASE,2016-04-18 22:16:58,PURCHASE,49.54,Fresh eCards,False,882815134
90623,PURCHASE,2016-04-19 00:03:12,PURCHASE,55.54,Hilton Hotels,False,882815134
90624,PURCHASE,2016-04-19 00:08:17,PURCHASE,263.69,Renaissance Hotel,False,882815134
90625,PURCHASE,2016-04-19 01:13:32,PURCHASE,227.71,Renaissance Hotel,False,882815134
90626,PURCHASE,2016-04-19 01:59:09,PURCHASE,433.26,Fresh Online Services,True,882815134
90627,PURCHASE,2016-04-19 02:36:03,PURCHASE,91.32,Rodeway Inn,False,882815134
90628,PURCHASE,2016-04-19 04:24:50,PURCHASE,4.4,Hyatt House,False,882815134
90629,REVERSAL,2016-04-19 04:35:09,REVERSAL,321.36,Hilton Hotels,False,882815134
90630,PURCHASE,2016-04-19 05:01:19,PURCHASE,200.26,Rodeway Inn,False,882815134
90631,PURCHASE,2016-04-19 05:08:59,PURCHASE,323.29,Rodeway Inn,False,882815134
90632,PURCHASE,2016-04-19 05:41:08,PURCHASE,19.89,Rodeway Inn,False,882815134
90633,PURCHASE,2016-04-19 05:41:16,PURCHASE,14.78,Renaissance Hotel,False,882815134
90634,PURCHASE,2016-04-19 06:11:55,PURCHASE,12.75,Marriott Hotels,False,882815134
90635,PURCHASE,2016-04-19 08:04:00,PURCHASE,36.05,Rodeway Inn,False,882815134
90636,PURCHASE,2016-04-19 08:15:14,PURCHASE,105.27,Hyatt House,False,882815134
90637,PURCHASE,2016-04-19 08:47:50,PURCHASE,20.69,Mobile eCards,False,882815134
90638,PURCHASE,2016-04-19 10:32:30,PURCHASE,8.25,Rodeway Inn,False,882815134
90639,PURCHASE,2016-04-19 11:06:43,PURCHASE,56.14,Renaissance Hotel,False,882815134
90640,ADDRESS_VERIFICATION,2016-04-19 13:25:09,ADDRESS_VERIFICATION,0.0,Next Day eCards,False,882815134
90641,PURCHASE,2016-04-19 13:40:47,PURCHASE,197.44,Rodeway Inn,False,882815134
90642,PURCHASE,2016-04-19 13:46:32,PURCHASE,104.1,Renaissance Hotel,False,882815134
90643,PURCHASE,2016-04-19 14:53:39,PURCHASE,476.83,Next Day Online Services,True,882815134
90644,PURCHASE,2016-04-19 15:06:37,PURCHASE,42.51,Rodeway Inn,False,882815134
90645,PURCHASE,2016-04-19 15:34:25,PURCHASE,641.77,Renaissance Hotel,False,882815134
90646,PURCHASE,2016-04-19 15:39:41,PURCHASE,150.87,Hyatt House,False,882815134
90647,PURCHASE,2016-04-19 16:07:42,PURCHASE,27.76,Hilton Hotels,False,882815134
90648,PURCHASE,2016-04-19 16:50:50,PURCHASE,203.3,Hyatt House,False,882815134
90649,REVERSAL,2016-04-19 16:50:56,REVERSAL,203.3,Hyatt House,False,882815134
90650,PURCHASE,2016-04-19 17:03:10,PURCHASE,429.56,Rodeway Inn,False,882815134
90651,PURCHASE,2016-04-19 18:17:08,PURCHASE,13.35,Rodeway Inn,False,882815134
90652,PURCHASE,2016-04-19 18:20:28,PURCHASE,11.89,Rodeway Inn,False,882815134
90653,PURCHASE,2016-04-19 18:35:34,PURCHASE,15.0,Hilton Hotels,False,882815134
90654,PURCHASE,2016-04-19 18:38:39,PURCHASE,24.15,Rodeway Inn,False,882815134
90655,PURCHASE,2016-04-19 19:15:58,PURCHASE,147.89,Rodeway Inn,False,882815134
90656,PURCHASE,2016-04-19 19:30:44,PURCHASE,32.23,Rodeway Inn,False,882815134
90657,PURCHASE,2016-04-19 22:24:57,PURCHASE,228.37,Hyatt House,False,882815134
90658,PURCHASE,2016-04-19 22:55:21,PURCHASE,56.61,Renaissance Hotel,False,882815134
90659,PURCHASE,2016-04-19 23:10:28,PURCHASE,413.1,Hyatt House,False,882815134
90660,PURCHASE,2016-04-19 23:15:56,PURCHASE,12.72,Renaissance Hotel,False,882815134
90661,PURCHASE,2016-04-20 00:05:11,PURCHASE,77.33,Hilton Hotels,False,882815134
90662,PURCHASE,2016-04-20 01:13:20,PURCHASE,110.75,WSC,False,882815134
90663,PURCHASE,2016-04-20 01:23:20,PURCHASE,140.68,Hilton Hotels,False,882815134
90664,PURCHASE,2016-04-20 02:21:22,PURCHASE,150.85,Rodeway Inn,False,882815134
90665,PURCHASE,2016-04-20 03:02:52,PURCHASE,18.07,Hilton Hotels,False,882815134
90666,PURCHASE,2016-04-20 03:05:32,PURCHASE,255.66,Rodeway Inn,False,882815134
90667,PURCHASE,2016-04-20 03:07:38,PURCHASE,48.35,Hilton Hotels,False,882815134
90668,PURCHASE,2016-04-20 03:42:02,PURCHASE,0.38,Rodeway Inn,False,882815134
90669,PURCHASE,2016-04-20 03:51:40,PURCHASE,151.49,Renaissance Hotel,False,882815134
90670,PURCHASE,2016-04-20 04:49:31,PURCHASE,30.72,Renaissance Hotel,False,882815134
90671,PURCHASE,2016-04-20 05:49:07,PURCHASE,134.51,Golds Gym,False,882815134
90672,PURCHASE,2016-04-20 06:19:22,PURCHASE,48.47,Rodeway Inn,False,882815134
90673,PURCHASE,2016-04-20 06:31:40,PURCHASE,269.95,Hilton Hotels,False,882815134
90674,PURCHASE,2016-04-20 07:42:09,PURCHASE,167.14,Rodeway Inn,False,882815134
90675,REVERSAL,2016-04-20 07:42:37,REVERSAL,167.14,Rodeway Inn,False,882815134
90676,PURCHASE,2016-04-20 08:36:32,PURCHASE,127.52,Hilton Hotels,False,882815134
90677,PURCHASE,2016-04-20 09:04:45,PURCHASE,112.89,Hilton Hotels,False,882815134
90678,PURCHASE,2016-04-20 12:35:49,PURCHASE,35.59,Renaissance Hotel,False,882815134
90679,PURCHASE,2016-04-20 13:34:55,PURCHASE,123.88,Renaissance Hotel,False,882815134
90680,PURCHASE,2016-04-20 13:42:34,PURCHASE,253.54,Rodeway Inn,False,882815134
90681,PURCHASE,2016-04-20 13:53:51,PURCHASE,16.19,Rodeway Inn,False,882815134
90682,PURCHASE,2016-04-20 14:53:48,PURCHASE,186.75,Hilton Hotels,False,882815134
90683,PURCHASE,2016-04-20 16:19:30,PURCHASE,42.04,Rodeway Inn,False,882815134
90684,PURCHASE,2016-04-20 17:43:56,PURCHASE,582.12,Rodeway Inn,False,882815134
90685,PURCHASE,2016-04-20 18:40:41,PURCHASE,88.66,Rodeway Inn,False,882815134
90686,PURCHASE,2016-04-20 19:00:02,PURCHASE,462.83,Hilton Hotels,False,882815134
90687,PURCHASE,2016-04-20 19:18:51,PURCHASE,312.03,Renaissance Hotel,False,882815134
90688,PURCHASE,2016-04-20 19:21:05,PURCHASE,155.55,Hilton Hotels,False,882815134
90689,PURCHASE,2016-04-20 20:58:50,PURCHASE,289.23,Renaissance Hotel,False,882815134
90690,PURCHASE,2016-04-20 21:11:37,PURCHASE,196.76,Rodeway Inn,False,882815134
90691,PURCHASE,2016-04-20 22:45:32,PURCHASE,115.28,Hilton Hotels,False,882815134
90692,PURCHASE,2016-04-20 23:00:13,PURCHASE,21.04,Renaissance Hotel,False,882815134
90693,PURCHASE,2016-04-20 23:12:59,PURCHASE,78.54,Hilton Hotels,False,882815134
90694,PURCHASE,2016-04-21 00:40:13,PURCHASE,12.35,Rodeway Inn,False,882815134
90695,PURCHASE,2016-04-21 01:45:02,PURCHASE,125.04,Next Day Online Services,False,882815134
90696,PURCHASE,2016-04-21 03:07:01,PURCHASE,13.51,Hilton Hotels,False,882815134
90697,PURCHASE,2016-04-21 03:07:03,PURCHASE,443.81,Hilton Hotels,False,882815134
90698,PURCHASE,2016-04-21 05:13:53,PURCHASE,231.42,Fresh Online Services,False,882815134
90699,PURCHASE,2016-04-21 05:26:16,PURCHASE,168.44,Hyatt House,False,882815134
90700,PURCHASE,2016-04-21 05:39:44,PURCHASE,622.99,Hilton Hotels,False,882815134
90701,PURCHASE,2016-04-21 06:16:55,PURCHASE,11.38,Rodeway Inn,False,882815134
90702,PURCHASE,2016-04-21 06:46:25,PURCHASE,55.13,Rodeway Inn,False,882815134
90703,PURCHASE,2016-04-21 07:35:07,PURCHASE,394.0,Hyatt House,False,882815134
90704,ADDRESS_VERIFICATION,2016-04-21 07:41:08,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
90705,PURCHASE,2016-04-21 07:44:05,PURCHASE,27.76,Hilton Hotels,False,882815134
90706,PURCHASE,2016-04-21 08:10:50,PURCHASE,101.79,Rodeway Inn,False,882815134
90707,PURCHASE,2016-04-21 08:22:40,PURCHASE,211.25,Hilton Hotels,False,882815134
90708,PURCHASE,2016-04-21 08:36:17,PURCHASE,366.65,Rodeway Inn,False,882815134
90709,PURCHASE,2016-04-21 09:11:52,PURCHASE,40.6,Fresh Online Services,False,882815134
90710,PURCHASE,2016-04-21 09:39:29,PURCHASE,7.29,Renaissance Hotel,False,882815134
90711,PURCHASE,2016-04-21 09:51:08,PURCHASE,171.75,Hyatt House,False,882815134
90712,PURCHASE,2016-04-21 09:55:50,PURCHASE,53.83,Hilton Hotels,False,882815134
90713,PURCHASE,2016-04-21 10:08:20,PURCHASE,150.1,Rodeway Inn,False,882815134
90714,PURCHASE,2016-04-21 10:11:24,PURCHASE,65.57,Rodeway Inn,False,882815134
90715,PURCHASE,2016-04-21 10:28:36,PURCHASE,124.61,Hyatt House,False,882815134
90716,PURCHASE,2016-04-21 10:30:41,PURCHASE,14.14,Rodeway Inn,False,882815134
90717,PURCHASE,2016-04-21 11:14:15,PURCHASE,152.62,Hilton Hotels,False,882815134
90718,PURCHASE,2016-04-21 11:58:12,PURCHASE,184.29,Rodeway Inn,False,882815134
90719,PURCHASE,2016-04-21 12:29:00,PURCHASE,213.25,Renaissance Hotel,False,882815134
90720,PURCHASE,2016-04-21 13:53:16,PURCHASE,114.47,Rodeway Inn,False,882815134
90721,PURCHASE,2016-04-21 14:39:34,PURCHASE,351.52,Hilton Hotels,False,882815134
90722,PURCHASE,2016-04-21 16:49:23,PURCHASE,12.52,Hyatt House,False,882815134
90723,ADDRESS_VERIFICATION,2016-04-21 17:44:35,ADDRESS_VERIFICATION,0.0,Hilton Hotels,False,882815134
90724,PURCHASE,2016-04-21 18:32:33,PURCHASE,178.93,Renaissance Hotel,False,882815134
90725,PURCHASE,2016-04-21 18:45:15,PURCHASE,24.87,Renaissance Hotel,False,882815134
90726,PURCHASE,2016-04-21 18:50:15,PURCHASE,376.56,Hilton Hotels,False,882815134
90727,PURCHASE,2016-04-21 20:19:45,PURCHASE,8.3,Fresh Flowers,False,882815134
90728,PURCHASE,2016-04-21 21:59:05,PURCHASE,190.95,Renaissance Hotel,False,882815134
90729,PURCHASE,2016-04-21 23:23:00,PURCHASE,633.88,Renaissance Hotel,False,882815134
90730,PURCHASE,2016-04-21 23:25:45,PURCHASE,42.56,Renaissance Hotel,False,882815134
90731,PURCHASE,2016-04-21 23:56:10,PURCHASE,50.14,Renaissance Hotel,False,882815134
90732,PURCHASE,2016-04-22 00:08:18,PURCHASE,211.56,Hilton Hotels,False,882815134
90733,PURCHASE,2016-04-22 00:19:42,PURCHASE,88.29,Hyatt House,False,882815134
90734,PURCHASE,2016-04-22 00:43:00,PURCHASE,240.96,Fresh eCards,False,882815134
90735,PURCHASE,2016-04-22 00:52:16,PURCHASE,73.09,Renaissance Hotel,False,882815134
90736,PURCHASE,2016-04-22 01:21:11,PURCHASE,0.92,Rodeway Inn,False,882815134
90737,PURCHASE,2016-04-22 01:45:42,PURCHASE,792.16,CVS,False,882815134
90738,PURCHASE,2016-04-22 02:11:51,PURCHASE,448.43,Hilton Hotels,False,882815134
90739,PURCHASE,2016-04-22 02:17:03,PURCHASE,72.39,Rodeway Inn,False,882815134
90740,PURCHASE,2016-04-22 03:10:05,PURCHASE,86.27,Rodeway Inn,False,882815134
90741,PURCHASE,2016-04-22 03:47:58,PURCHASE,281.51,Renaissance Hotel,False,882815134
90742,PURCHASE,2016-04-22 03:50:28,PURCHASE,281.51,Renaissance Hotel,False,882815134
90743,PURCHASE,2016-04-22 07:42:02,PURCHASE,96.81,Hyatt House,False,882815134
90744,PURCHASE,2016-04-22 07:52:09,PURCHASE,408.71,Hilton Hotels,False,882815134
90745,PURCHASE,2016-04-22 07:55:40,PURCHASE,9.49,Rodeway Inn,False,882815134
90746,PURCHASE,2016-04-22 08:09:27,PURCHASE,290.21,Rodeway Inn,False,882815134
90747,PURCHASE,2016-04-22 09:19:54,PURCHASE,61.27,Rodeway Inn,False,882815134
90748,PURCHASE,2016-04-22 09:21:57,PURCHASE,134.49,Hilton Hotels,False,882815134
90749,PURCHASE,2016-04-22 09:33:44,PURCHASE,0.49,Rodeway Inn,False,882815134
90750,PURCHASE,2016-04-22 10:28:14,PURCHASE,249.09,Rodeway Inn,False,882815134
90751,PURCHASE,2016-04-22 10:51:47,PURCHASE,47.91,Rodeway Inn,False,882815134
90752,PURCHASE,2016-04-22 10:56:48,PURCHASE,39.12,Renaissance Hotel,False,882815134
90753,PURCHASE,2016-04-22 11:18:14,PURCHASE,35.6,Rodeway Inn,False,882815134
90754,ADDRESS_VERIFICATION,2016-04-22 12:05:37,ADDRESS_VERIFICATION,0.0,Rodeway Inn,False,882815134
90755,PURCHASE,2016-04-22 13:06:41,PURCHASE,85.87,Hilton Hotels,False,882815134
90756,PURCHASE,2016-04-22 13:11:41,PURCHASE,15.2,Hilton Hotels,False,882815134
90757,PURCHASE,2016-04-22 13:17:58,PURCHASE,133.84,Hilton Hotels,False,882815134
90758,PURCHASE,2016-04-22 13:36:10,PURCHASE,34.5,Hilton Hotels,False,882815134
90759,PURCHASE,2016-04-22 14:20:11,PURCHASE,40.0,Rodeway Inn,False,882815134
90760,PURCHASE,2016-04-22 14:47:25,PURCHASE,166.81,Hilton Hotels,False,882815134
90761,PURCHASE,2016-04-22 16:26:05,PURCHASE,76.0,Renaissance Hotel,False,882815134
90762,REVERSAL,2016-04-22 16:49:16,REVERSAL,91.32,Rodeway Inn,False,882815134
90763,PURCHASE,2016-04-22 17:39:59,PURCHASE,45.7,Rodeway Inn,False,882815134
90764,PURCHASE,2016-04-22 18:28:36,PURCHASE,96.04,Rodeway Inn,False,882815134
90765,PURCHASE,2016-04-22 18:31:18,PURCHASE,100.03,Hyatt House,False,882815134
90766,PURCHASE,2016-04-22 18:43:51,PURCHASE,0.7000000000000001,Fresh eCards,False,882815134
90767,PURCHASE,2016-04-22 19:35:50,PURCHASE,66.46,Rodeway Inn,False,882815134
90768,PURCHASE,2016-04-22 20:04:59,PURCHASE,55.41,Rodeway Inn,False,882815134
90769,PURCHASE,2016-04-22 20:24:08,PURCHASE,399.06,Renaissance Hotel,False,882815134
90770,PURCHASE,2016-04-22 20:27:55,PURCHASE,64.39,Renaissance Hotel,False,882815134
90771,PURCHASE,2016-04-22 21:23:26,PURCHASE,185.69,Blue Mountain Online Services,False,882815134
90772,PURCHASE,2016-04-22 21:34:46,PURCHASE,30.87,Next Day Online Services,False,882815134
90773,PURCHASE,2016-04-22 22:29:26,PURCHASE,312.16,Rodeway Inn,False,882815134
90774,ADDRESS_VERIFICATION,2016-04-22 23:27:12,ADDRESS_VERIFICATION,0.0,Next Day eCards,False,882815134
90775,PURCHASE,2016-04-23 00:10:50,PURCHASE,62.13,Renaissance Hotel,False,882815134
90776,PURCHASE,2016-04-23 00:41:03,PURCHASE,292.89,Rodeway Inn,False,882815134
90777,PURCHASE,2016-04-23 01:05:21,PURCHASE,243.47,Rodeway Inn,False,882815134
